AABERG,ˈɑbɝg 
AUGSBURGER,ˈaʊgzbɝgɝ
AUGSBURGER(1),ˈɔgzbɝgɝ
AUGSPURGER,ˈaʊgs  pɝgɝ
AUGSPURGER(1),ˈɔgs  pɝgɝ
AUGUR,ˈɔgɝ
AUGURING,ˈɔgɝɪŋ 
AUGURS,ˈɔgɝz 
AUGUST,ˈɑgəs  t 
AUGUST(1),ˈɔgəs  t 
AUGUST'S,ˈɔgəs  ts 
AUGUSTA,əgˈʌs  tə
AUGUSTA'S,əgˈʌs  təz 
AUGUSTE,ˈɔgəs  t 
AUGUSTIN,aʊgus  tˈin 
AUGUSTINE,ˈɑgəs  tˌin 
AUGUSTINE(1),ˈɔgəs  tˌin 
AUGUSTINIAN,ˌɑgəs  tˈɪniən 
AUGUSTINIANS,ˌɑgəs  tˈɪniənz 
AUGUSTO,ˌɔgˈʌs  toʊ
AUGUSTSON,ˈɔgəs  tsən 
AUGUSTSON(1),ˈɔgəsən 
AUGUSTUS,ɑgˈʌs  təs 
AUGUSTUS(1),əgˈʌs  təs 
AUGUSTYN,aʊgˈʌs  tɪn 
AUGUSTYNIAK,aʊgəs  tˈɪniæk 
AUJOURD'HUI,ˈoʊʒɔr dwˈi 
AUJOURD'HUI'S,ˈoʊʒɔr dwˈiz 
AUKER,ˈɔkɝ
AUKERMAN,ˈaʊkɝmən 
AUL,ˈɔɫ 
AULANA,ˌaʊɫˈɑnə
AULANDER,ˈoʊɫæn  dɝ
AULD,ˈɔɫ  d 
AULDS,ˈɔɫ  dz 
AULETTA,ɔɫˈɛ  tə
AULL,ˈɔɫ 
AULT,ˈɔɫ  t 
AULTMAN,ˈɔɫ  tmən 
AUMAN,ˈɔmən 
AUMANN,ˈɔmən 
AUMENT,ˈaʊmən  t 
AUMILLER,ˈaʊməɫɝ
AUNE,ˈɔn 
AUNG,ˈɔŋ 
AUNGST,ˈaʊŋgs  t 
AUNT,ˈæn  t 
AUNT(1),ˈɔn  t 
AUNT'S,ˈæn  ts 
AUNT'S(1),ˈɔn  ts 
AUNTIE,ˈæn  ti 
AUNTIE(1),ˈɔn  ti 
AUNTS,ˈæn  ts 
AUNTS(1),ˈɔn  ts 
AUNTS',ˈæn  ts 
AUNTS'(1),ˈɔn  ts 
AUPPERLE,ˈaʊ pɝɫi 
AURA,ˈɔrə
AURAL,ˈɔrəɫ 
AURAND,ˈɔrən  d 
AUREA,aʊrˈeɪɑ 
AURELIO,aʊrˈeɪɫioʊ
AUREOLE,ˈɑrioʊɫ 
AURIA,ˈɔriə
AURICH,ˈaʊrɪk 
AURIEMMA,ɔrˈimə
AURORA,ɝˈɔrə
AURORAL,ɝˈɔrəɫ 
AURUM,ˈɔrəm 
AUS,ˈaʊz 
AUSBROOKS,ˈaʊsbrʊks 
AUSBURN,ˈaʊsbɝn 
AUSCHWITZ,ˈɔʃwɪ  ts 
AUSCHWITZ(1),ˈaʊʃwɪ  ts 
AUSHERMAN,ˈaʊʃɝmən 
AUSIMONT,ˈaʊsɪmˌɑn  t 
AUSLANDER,ˈaʊsɫən  dɝ
AUSLEY,ˈɔsɫi 
AUSMAN,ˈaʊsmən 
AUSMUS,ˈaʊsmɪs 
AUSPEY,ˈaʊs  pi 
AUSPICE,ˈɔs  pɪs 
AUSPICES,ˈɔs  pɪsɪz 
AUSPICIOUS,ɑs  pˈɪʃəs 
AUSSIE,ˈɔsi 
AUST,ˈɔs  t 
AUSTAD,ˈaʊs  tə d 
AUSTAT,ˈoʊs  tæ  t 
AUSTELL,ˈaʊs  təɫ 
AUSTEN,ˈɔs  tɪn 
AUSTEN'S,ˈɔs  tɪnz 
AUSTER,ˈɔs  tɝ
AUSTERE,ɔs  tˈɪr 
AUSTERELY,ˌɔs  tˈɪrɫi 
AUSTERITY,ˌɔs  tˈɛrɪ  ti 
AUSTILL,ˈaʊs  təɫ 
AUSTIN,ˈɔs  tən 
AUSTIN'S,ˈɔs  tənz 
AUSTINE,ˈɔs  tin 
AUSTON,ˈɔs  tən 
AUSTRAL,ˈɔs  trəɫ 
AUSTRALASIA,ˌɔs  trəɫˈeɪʒə
AUSTRALIA,ɔs  trˈeɪɫjə
AUSTRALIA'S,ɔs  trˈeɪɫjəz 
AUSTRALIAN,ɔs  trˈeɪɫjən 
AUSTRALIANS,ɔs  trˈeɪɫjənz 
AUSTRALOPITHECINE,ɔs  trˌeɪɫoʊ pˈɪθəsˌaɪn 
AUSTRALOPITHECUS,ɔs  trˌeɪɫoʊ pˈɪθəkəs 
AUSTRALS,ˈɔs  trəɫz 
AUSTRASIA,ɔs  trˈeɪʒə
AUSTRIA,ˈɔs  triə
AUSTRIA'S,ˈɔs  triəz 
AUSTRIAN,ˈɔs  triən 
AUSTRIANS,ˈɔs  triənz 
AUSTRO,ˈɔs  troʊ
AUSTROASIATIC,ˌɔs  trˌoʊˌeɪʒiˈæ  tɪk 
AUSTRON,ˈɔs  trən 
AUTEN,ˈaʊ tən 
AUTENRIETH,ˈaʊ tɪnriɪθ 
AUTENRIETH(1),ˈaʊ tɪnriθ 
AUTERY,ˈoʊ tɝi 
AUTH,ˈɔθ 
AUTHEMENT,ˈaʊθmən  t 
AUTHENTIC,əθˈɛn  tɪk 
AUTHENTIC(1),ɔθˈɛn  tɪk 
AUTHENTIC(2),ɔθˈɛnɪk 
AUTHENTIC(3),əθˈɛnɪk 
AUTHENTICALLY,ˌɔθˈɛn  tɪkɫi 
AUTHENTICALLY(1),ˌɔθˈɛnɪkɫi 
AUTHENTICATE,ɔθˈɛn  təkˌeɪ t 
AUTHENTICATED,ɔθˈɛn  təkˌeɪ tə d 
AUTHENTICATING,ɔθˈɛn  təkˌeɪ tɪŋ 
AUTHENTICATION,ɔθˌɛn  təkˈeɪʃən 
AUTHENTICATIONS,ɔθˌɛn  təkˈeɪʃənz 
AUTHENTICITY,ˌɔθən  tˈɪsɪ  ti 
AUTHER,ˈɔθɝ
AUTHIER,ˈɔθiɝ
AUTHOR,ˈɔθɝ
AUTHOR'S,ˈɔθɝz 
AUTHORED,ˈɔθɝ d 
AUTHORING,ˈɔθɝɪŋ 
AUTHORITARIAN,əθˌɔrə tˈɛriən 
AUTHORITARIANISM,əθˌɔrə tˈɛriənˌɪzəm 
AUTHORITATIVE,əθˈɔrə tˌeɪ tɪv 
AUTHORITATIVELY,əθˌɔrə tˈeɪ tɪvɫi 
AUTHORITIES,əθˈɔrə tiz 
AUTHORITIES',əθˈɔrɪ  tiz 
AUTHORITY,əθˈɔrə ti 
AUTHORITY'S,əθˈɔrɪ  tiz 
AUTHORIZATION,ˌɔθɝəzˈeɪʃən 
AUTHORIZATIONS,ˌɔθɝəzˈeɪʃənz 
AUTHORIZE,ˈɔθɝˌaɪz 
AUTHORIZED,ˈɔθɝˌaɪz  d 
AUTHORIZES,ˈɔθɝˌaɪzɪz 
AUTHORIZING,ˈɔθɝˌaɪzɪŋ 
AUTHORS,ˈɔθɝz 
AUTHORS',ˈɔθɝz 
AUTHORSHIP,ˈɔθɝʃˌɪ  p 
AUTISM,ˈɔ  tˌɪzəm 
AUTISTIC,ɔ  tˈɪs  tɪk 
AUTO,ˈɔ  toʊ
AUTO'S,ˈɔ  toʊz 
AUTOBAHN,ˈɔ  toʊbˌɑn 
AUTOBIOGRAPHER,ˌɔ  təbaɪˈɑgrə fɝ
AUTOBIOGRAPHICAL,ˌɔ  təbˌaɪəgrˈæ  fɪkəɫ 
AUTOBIOGRAPHIES,ˌɔ  təbaɪˈɑgrə fiz 
AUTOBIOGRAPHY,ˌɔ  təbaɪˈɑgrə fi 
AUTOBON,ˈɑ  təbˌɑn 
AUTOBOT,ˌɔ  təbˈɑ  t 
AUTOBOTS,ˌɔ  təbˈɑ  ts 
AUTOCLAVE,ˈɔ  toʊkɫˌeɪv 
AUTOCRACY,ɔ  tˈɑkrəsi 
AUTOCRAT,ˈɔ  təkrˌæ  t 
AUTOCRATIC,ˌɔ  təkrˈæ  tɪk 
AUTODESK,ˈɔ  toʊ dˌɛsk 
AUTODIE,ˈɔ  toʊ dˌaɪ
AUTOEUROPE,ˌɔ  toʊjˈʊrə p 
AUTOFACT,ˈɔ  toʊ fˌæk  t 
AUTOFACTS,ˈɔ  toʊ fˌæk  ts 
AUTOGRAPH,ˈɔ  təgrˌæ  f 
AUTOGRAPHED,ˈɔ  təgrˌæ  f  t 
AUTOGRAPHS,ˈɔ  təgrˌæ  fs 
AUTOIMMUNE,ˌɔ  tˈɔɪmjun 
AUTOLATINA,ˌɔ  tˌoʊɫə tˈinə
AUTOMAKER,ˈɔ  toʊmˌeɪkɝ
AUTOMAKER'S,ˈɔ  toʊmˌeɪkɝz 
AUTOMAKERS,ˈɔ  toʊmˌeɪkɝz 
AUTOMAKERS',ˈɔ  toʊmˌeɪkɝz 
AUTOMAP,ˈɔ  toʊmˌæ  p 
AUTOMATA,ɔ  tˈɑmə tə
AUTOMATE,ˈɔ  təmˌeɪ t 
AUTOMATED,ˈɔ  təmˌeɪ tɪ  d 
AUTOMATES,ˈɔ  təmˌeɪ ts 
AUTOMATIC,ˌɔ  təmˈæ  tɪk 
AUTOMATIC(1),ˌɔ  toʊmˈæ  tɪk 
AUTOMATICALLY,ˌɔ  təmˈæ  tɪkɫi 
AUTOMATICALLY(1),ˌɔ  toʊmˈæ  tɪkɫi 
AUTOMATICS,ˌɔ  təmˈæ  tɪks 
AUTOMATING,ˈɔ  təmˌeɪ tɪŋ 
AUTOMATION,ɔ  təmˈeɪʃən 
AUTOMATIX,ˌɔ  toʊmˈeɪ tɪks 
AUTOMATON,ɔ  tˈɑmə tˌɑn 
AUTOMOBILE,ˈɔ  təmoʊbˌiɫ 
AUTOMOBILE(1),ˌɔ  təmoʊbˈiɫ 
AUTOMOBILES,ˈɔ  təmoʊbˌiɫz 
AUTOMOBILES(1),ˌɔ  təmoʊbˈiɫz 
AUTOMOBILI,ˌɔ  toʊmoʊbˈiɫi 
AUTOMOTIVE,ˌɔ  təmˈoʊ tɪv 
AUTOMOTIVE'S,ˌɔ  təmˈoʊ tɪvz 
AUTOMOVILES,ˌɔ  toʊmoʊvˈiɫɛz 
AUTON,ˈɔ  tən 
AUTONOMIC,ˌɔ  tənˈɑmɪk 
AUTONOMOUS,ɔ  tˈɑnəməs 
AUTONOMOUSLY,ˌɔ  tˈɑnoʊməsɫi 
AUTONOMY,ɔ  tˈɑnəmi 
AUTONOMY(1),ə tˈɑnəmi 
AUTOPACIFIC,ˌɔ  toʊ pəsˈɪ  fɪk 
AUTOPART,ˈɔ  toʊ pˌɑr t 
AUTOPARTS,ˈɔ  toʊ pˌɑr ts 
AUTOPILOT,ˈɔ  toʊ pˌaɪɫə t 
AUTOPSIED,ˈɔ  tˌɑ  psi  d 
AUTOPSIES,ˈɔ  tˌɑ  psiz 
AUTOPSY,ˈɔ  tˌɑ  psi 
AUTORAD,ˈɔ  toʊrˌæ  d 
AUTORADIOGRAPH,ɑ  toʊrˈeɪ dioʊgræ  f 
AUTORADS,ˈɔ  toʊrˌæ  dz 
AUTOS,ˈɔ  toʊz 
AUTOSPA,ˈɔ  tˈoʊs  pə
AUTOTOTE,ˈɔ  toʊ tˌoʊ t 
AUTOTROPHIC,ˌɔ  tə trˈoʊ fɪk 
AUTOWORKER,ˈɔ  toʊwɝkɝ
AUTOWORKERS,ˈɔ  toʊwɝkɝz 
AUTREY,ˈɔ  tri 
AUTRY,ˈɔ  tri 
AUTUMN,ˈɔ  təm 
AUTUMN'S,ˈɔ  təmz 
AUTUMNAL,ɔ  tˈʌmnəɫ 
AUVIL,oʊvˈɪɫ 
AUX,ˈoʊ
AUXIER,ˈɔksiɝ
AUXILIARY,ɑgzˈɪɫjɝi 
AUXILIARY(1),ɑgzˈɪɫiɛri 
AUXTON,ˈɔks  tən 
AUYEUNG,ˈaʊjˌuŋ 
AUZENNE,ˈɔzɪn 
AV,ˌeɪvˈi 
AVA,ˈeɪvə
AVAIL,əvˈeɪɫ 
AVAILABILITIES,əvˌeɪɫəbˈɪɫɪ  tiz 
AVAILABILITY,əvˌeɪɫəbˈɪɫə ti 
AVAILABILITY(1),əvˌeɪɫəbˈɪɫɪ  ti 
AVAILABLE,əvˈeɪɫəbəɫ 
AVAILED,əvˈeɪɫ  d 
AVAKIAN,əvˈeɪkiən 
AVALANCHE,ˈævəɫˌæntʃ 
AVALANCHES,ˈævəɫˌæntʃɪz 
AVALLONE,ˈævəɫˌoʊn 
AVALON,ˈævəɫˌɑn 
AVALON'S,ˈævəɫˌɑnz 
AVALOS,ɑvˈɑɫoʊz 
AVANA,əvˈænə
AVANA'S,əvˈænəz 
AVANEX,ˈɑvənɛks 
AVANT,əvˈɑn  t 
AVANT-GARDE,əvˈɑn  tgˈɑr d 
AVANT-GARDE(1),əvˈɑngˈɑr d 
AVANTEK,əvˈɑn  tɛk 
AVANTI,əvˈɑn  ti 
AVANTS,ɑvˈɔn  ts 
AVARICE,ˈævɝəs 
AVASSO,əvˈɑsˌoʊ
AVATAR,ˈævə tˌɑr
AVATARS,ˈævə tˌɑrz 
AVCO,ˈævkoʊ
AVDEL,ˈæv  dˌɛɫ 
AVE,ˈɑvˌeɪ
AVEDISIAN,ævɪ  dˈɪʒɪn 
AVEDON,ˈævɛ  dɑn 
AVELAR,ɑveɪɫˈɑr
AVELINE,ɑvɛɫˈini 
AVELLA,əvˈɛɫə
AVELLINO,ˌævəɫˈinoʊ
AVELLINO'S,ˌævəɫˈinoʊz 
AVEMCO,əvˈɛmkoʊ
AVEMCO'S,əvˈɛmkoʊz 
AVEN,ɑvˈeɪn 
AVENA,ɑvˈeɪnə
AVENALL,ɑveɪnˈɑɫ 
AVENDANO,ɑvɛn  dˈɑnoʊ
AVENEL,ɑveɪnˈɛɫ 
AVENELL,ɑveɪnˈeɪɫ 
AVENGE,əvˈɛndʒ 
AVENGED,əvˈɛndʒ  d 
AVENGER,əvˈɛndʒɝ
AVENGING,əvˈɛndʒɪŋ 
AVENI,ɑvˈɛni 
AVENT,ˈɑvən  t 
AVENTURA,ˌævɛn  tˈʊrˌɑ 
AVENUE,ˈævənˌu 
AVENUE'S,ˈævənˌuz 
AVENUES,ˈævənˌuz 
AVER,ˈeɪvɝ
AVERA,ɑvˈɛrə
AVERAGE,ˈævɝɪdʒ 
AVERAGE(1),ˈævrɪdʒ 
AVERAGE'S,ˈævrɪdʒɪz 
AVERAGED,ˈævrɪdʒ  d 
AVERAGES,ˈævrɪdʒɪz 
AVERAGING,ˈævrɪdʒɪŋ 
AVERBECK,ˈeɪvɝbˌɛk 
AVERELL,ˌævɛrˈɛɫ 
AVERETT,ˈævɛrˌɛ  t 
AVERETTE,ˈævərˌɛ  t 
AVERIL,ˈeɪvɝɪɫ 
AVERIL(1),ˈeɪvrɪɫ 
AVERILL,ɑvɛrˈiɫ 
AVERITT,ˈævɝɪ  t 
AVEROF,ˈævɝˌɑ  f 
AVERS,ˈeɪvɝz 
AVERSA,ɑvˈɛrsə
AVERSANO,ɑvɝsˈɑnoʊ
AVERSE,əvˈɝs 
AVERSION,əvˈɝʒən 
AVERSIONS,əvˈɝʒənz 
AVERSIVE,əvˈɝsəv 
AVERT,əvˈɝ t 
AVERTED,əvˈɝ tə d 
AVERTING,əvˈɝ tɪŋ 
AVERTS,əvˈɝ ts 
AVERY,ˈeɪvɝi 
AVERY'S,ˈeɪvɝiz 
AVERYL,ˈævɝɪɫ 
AVEY,ˈeɪvi 
AVI,ˈɑvi 
AVI(1),ˈeɪvi 
AVIA,ˈɑviə
AVIACION,ˌeɪviˈeɪʃən 
AVIALL,ˈeɪviəɫ 
AVIAN,ˈeɪviən 
AVIANO,ˌɑviˈɑnoʊ
AVIANO'S,ˌɑviˈɑnoʊz 
AVIARIES,ˈeɪviˌɛriz 
AVIARY,ˈeɪviˌɛri 
AVIATION,ˌeɪviˈeɪʃən 
AVIATION'S,ˌeɪviˈeɪʃənz 
AVIATOR,ˈeɪviˌeɪ tɝ
AVIATORS,ˈeɪvieɪ tɝz 
AVIAZIONE,ˌæviˌæziˈoʊni 
AVICE,ˈɑvaɪs 
AVID,ˈævɪ  d 
AVIDLY,ˈævə dɫi 
AVIGNON,ˈævɪnjˌɔn 
AVILA,əvˈɪɫə
AVILES,ɑvˈiɫɛs 
AVILEZ,ɑvˈiɫɛz 
AVILLA,əvˈɪɫə
AVINA,ɑvˈinə
AVINGER,ˈeɪvɪŋɝ
AVIONIC,ˌeɪviˈɑnɪk 
AVIONICS,ˌeɪviˈɑnɪks 
AVIONS,ˈeɪviənz 
AVIS,ˈeɪvɪs 
AVITABILE,ɑvi  tˈɑbəɫ 
AVITAL,əvˈi  təɫ 
AVITIA,ɑvˈiʃə
AVIV,ɑvˈiv 
AVIV'S,ɑvˈivz 
AVMARK,ˈævmˌɑrk 
AVNER,ˈævnɝ
AVNET,ˈævnˌɛ  t 
AVOCADO,ˌævəkˈɑ  doʊ
AVOCADOS,ˌævəkˈɑ  doʊz 
AVOCATION,ˌævəkˈeɪʃən 
AVOCET,ˈævəsˌɛ  t 
AVODON,ˈævə dɑn 
AVOID,əvˈɔɪ  d 
AVOIDABLE,əvˈɔɪ  dəbəɫ 
AVOIDANCE,əvˈɔɪ  dəns 
AVOIDED,əvˈɔɪ  dɪ  d 
AVOIDING,əvˈɔɪ  dɪŋ 
AVOIDS,əvˈɔɪ  dz 
AVOLIO,əvˈoʊɫioʊ
AVON,ˈeɪvɑn 
AVON'S,ˈævənz 
AVONDALE,ˈævən  dˌeɪɫ 
AVOW,əvˈaʊ
AVOWED,əvˈaʊ d 
AVOWEDLY,əvˈaʊə dɫi 
AVRAHAM,ˈeɪvrəhæm 
AVRAHAM(1),ˈɑvrəhɑm 
AVRAM,ˈeɪvrəm 
AVRETT,ˈævrɛ  t 
AVRIL,ˈævrɪɫ 
AVRIL(1),ˈeɪvrəɫ 
AVRIM,ɑvrˈim 
AVTEX,ˈæv  tˌɛks 
AVTEX'S,ˈæv  tˌɛksɪz 
AVTOVAZ,ˈæv  tˌoʊvˌæz 
AVUNCULAR,əvˈʌŋkjəɫɝ
AW,ˈɔ 
AWACS,ˈeɪwˌæks 
AWAD,əwˈɑ  d 
AWAIT,əwˈeɪ t 
AWAITED,əwˈeɪ tɪ  d 
AWAITING,əwˈeɪ tɪŋ 
AWAITS,əwˈeɪ ts 
AWAKE,əwˈeɪk 
AWAKEN,əwˈeɪkən 
AWAKENED,əwˈeɪkən  d 
AWAKENING,əwˈeɪkənɪŋ 
AWAKENS,əwˈeɪkənz 
AWALT,ˈɑvəɫ  t 
AWAN,ˈeɪwən 
AWARD,əwˈɔr d 
AWARDED,əwˈɔr dɪ  d 
AWARDING,əwˈɔr dɪŋ 
AWARDS,əwˈɔr dz 
AWARE,əwˈɛr
AWARENESS,əwˈɛrnəs 
AWASH,əwˈɑʃ 
AWAY,əwˈeɪ
AWAYS,ˈeɪwˌeɪz 
AWB,ˈaʊb 
AWB(1),ˈeɪ dˈʌbəɫjˈubˈi 
AWB(2),ˈeɪ dˈʌbəjˈubˈi 
AWBREY,ˈɔbri 
AWE,ˈɑ 
AWE(1),ˈɔ 
AWED,ˈɔ  d 
AWEIDA,əwˈeɪ də
AWEIDA(1),əwˈaɪ də
AWESOME,ˈɔsəm 
AWESOMELY,ˈɑsəmɫi 
AWESOMELY(1),ˈɔsəmɫi 
AWESTRUCK,ˈɑs  trˌʌk 
AWFUL,ˈɔ  fəɫ 
AWFULLY,ˈɔ  fəɫi 
AWFULNESS,ˈɔ  fəɫnəs 
AWHILE,əwˈaɪɫ 
AWKWARD,ˈɔkwɝ d 
AWKWARDLY,ˈɔkwɝ dɫi 
AWKWARDNESS,ˈɔkwɝ dnəs 
AWNING,ˈɑnɪŋ 
AWOKE,əwˈoʊk 
AWOL,ˈeɪwˌɔɫ 
AWRY,ɝˈaɪ
AWTREY,ˈɔ  tri 
AX,ˈæks 
AXA,ˈæksə
AXA'S,ˈæksəz 
AXE,ˈæks 
AXED,ˈæks  t 
AXEL,ˈæksəɫ 
AXELRAD,æksˈɛɫrə d 
AXELROD,ˈæksəɫrˌɑ  d 
AXELSEN,æksˈɛɫsən 
AXELSON,ˈæksɪɫsən 
AXES,ˈæksˌɪz 
AXES(1),ˈæksˌiz 
AXFORD,æks  fˈɔr d 
AXIAL,ˈæksiəɫ 
AXID,ˈæksɪ  d 
AXILROD,ˈæksɪɫrˌɑ  d 
AXIOM,ˈæksiəm 
AXIOMATIC,ˌæksiəmˈæ  tɪk 
AXIOMS,ˈæksiəmz 
AXIS,ˈæksəs 
AXLE,ˈæksəɫ 
AXLES,ˈæksəɫz 
AXLEY,ˈæksɫi 
AXLINE,ˈæksɫˌaɪn 
AXLON,ˈæksɫɑn 
AXON,ˈæksˌɑn 
AXONS,ˈæksˌɑnz 
AXSOM,ˈæksəm 
AXT,ˈæks  t 
AXTELL,æks  tˈɛɫ 
AXTMAN,ˈæks  tmən 
AXTON,ˈæks  tən 
AY,ˈeɪ
AY(1),ˈaɪ
AYACUCHO,ˌaɪəkˈʌtʃoʊ
AYAKO,əjˈɑkoʊ
AYALA,əjˈɑɫə
AYARS,ˈeɪɝz 
AYATOLLAH,ˌaɪə tˈoʊɫə
AYATOLLAH'S,ˌaɪə tˈoʊɫəz 
AYATOLLAHS,ˌaɪə tˈɑɫɑz 
AYBAR,ˈeɪbɝ
AYCOCK,ˈeɪkək 
AYDAR,ˈaɪ dˌɑr
AYDAR(1),ˈeɪ dˌɑr
AYDELOTT,ˈeɪ dɪɫɑ  t 
AYDELOTTE,ˈeɪ dəɫˌɑ  t 
AYDIN,ˈeɪ dɪn 
AYDT,ˈeɪ t 
AYE,ˈaɪ
AYENDE,əjˈɛn  di 
AYENDE(1),əjˈɛn  deɪ
AYER,ˈaɪɝ
AYER(1),ˈeɪɝ
AYER'S,ˈɛrz 
AYER'S(1),ˈeɪrz 
AYERS,ˈaɪɝz 
AYERS(1),ˈeɪɝz 
AYERST,ˈeɪɝs  t 
AYERST(1),ˈɛrəs  t 
AYES,ˈaɪz 
AYGEN,ˈaɪgən 
AYGEN(1),ˈeɪgən 
AYKROYD,ˈeɪkrˌɔɪ  d 
AYKROYD(1),ˈaɪkrˌɔɪ  d 
AYLER,ˈeɪɫɝ
AYLES,ˈeɪɫz 
AYLESWORTH,ˈeɪɫzwɝθ 
AYLESWORTH(1),ˈeɪəɫzwɝθ 
AYLING,ˈeɪɫɪŋ 
AYLMER,ˈeɪɫmɝ
AYLOR,ˈeɪɫɝ
AYLSWORTH,ˈeɪɫswɝθ 
AYLWARD,ˈeɪɫwɝ d 
AYLWIN,ˈeɪɫwɪn 
AYLWIN(1),ˈaɪɫwˌɪn 
AYLWORTH,ˈeɪɫwɝθ 
AYMOND,ˈeɪmən  d 
AYN,ˈeɪn 
AYNES,ˈeɪnz 
AYO,ˈeɪoʊ
AYODHYA,ˌaɪˈɑ  djə
AYON,eɪˈɔn 
AYOTTE,eɪˈɔ  t 
AYOUB,ˈeɪaʊb 
AYR,ˈeɪr 
AYRE,ˈɛr
AYRES,ˈɛrz 
AYRSHIRE,ˈeɪɝʃˌaɪɝ
AYRSHIRE(1),ˈeɪɝʃɝ
AYSCUE,ˈeɪskju
AYTES,ˈeɪ ts 
AYUSO,aɪˈusoʊ
AYYAD,ˌaɪˈɑ  d 
AYYAD(1),ˌaɪˈæ  d 
AYYAD'S,ˌaɪˈɑ  dz 
AYYAD'S(1),ˌaɪˈæ  dz 
AYYASH,ˈaɪjˌæʃ 
AZACTAM,əzˈæk  tæm 
AZALEA,əzˈeɪɫjə
AZALEAS,əzˈeɪɫjəz 
AZALIA,ɑzˈɑɫiə
AZAR,ɑzˈɑr
AZAROW,ˈæzɝoʊ
AZBELL,ˈæzbɛɫ 
AZBILL,ɑzbˈiɫ 
AZCARRAGA,æzkˌɑrˈɑgə
AZCONA,æzkˈoʊnə
AZCUENAGA,æzkwˌeɪnˈɑgə
AZELIA,ɑzˈɛɫiə
AZERBAIJAN,ˌɑzɝbaɪdʒˈɑn 
AZERBAIJAN(1),ˌæzɝbaɪdʒˈɑn 
AZERBAIJAN'S,ˌɑzɝbaɪdʒˈɑnz 
AZERBAIJAN'S(1),ˌæzɝbaɪdʒˈɑnz 
AZERBAIJANI,ˌɑzɝbaɪdʒˈɑni 
AZERBAIJANI(1),ˌæzɝbaɪdʒˈɑni 
AZERBAIJANIS,ˌɑzɝbaɪdʒˈɑniz 
AZERBAIJANIS(1),ˌæzɝbaɪdʒˈɑniz 
AZERI,əzˈɛri 
AZEVEDO,ɑzeɪvˈeɪ doʊ
AZHAR,əzˈɑr
AZHAR'S,əzˈɑrz 
AZIDES,ˈæzˌaɪ dz 
AZIDOTHYMIDINE,əzˌɪ  dəθˈaɪmə dˌin 
AZIDOTHYMIDINE(1),əzˌɪ  dəθˈaɪmə dˌaɪn 
AZIDOTHYMIDINE(2),eɪzˌaɪ dəθˈaɪmə dˌin 
AZIDOTHYMIDINE(3),eɪzˌaɪ dəθˈaɪmə dˌaɪn 
AZINGER,ˈeɪzɪŋɝ
AZIZ,əzˈiz 
AZMEER,ˈæzmˌɪr 
AZOFF,ˈæzɔ  f 
AZORES,əzˈɔrz 
AZPURUA,æz  pjˈʊruə
AZTAR,ˈæz  tɝ
AZTEC,ˈæz  tˌɛk 
AZTECA,ˌæz  tˈɛkə
AZTECS,ˈæz  tˌɛks 
AZUKA,əzˈukə
AZURA,əzˈʊrə
AZURE,ˈæʒɝ
AZZARA,ɑ  tsˈɑrə
AZZARELLO,ɑ  tsɑrˈɛɫoʊ
AZZARO,ɑ  tsˈɑroʊ
AZZATO,əzˈɑ  toʊ
AZZOPARDI,ɑ  tsoʊ pˈɑr di 
B,bˈi 
B'GOSH,baɪgˈɔʃ 
B'NAI,bənˈeɪ
B'RITH,brˈɪθ 
B'S,bˈiz 
B-J,bˈidʒˈeɪ
B-J'S,bˈidʒˈeɪz 
B.,bˈi 
B.'S,bˈiz 
B.S,bˈiz 
BA,bˌiˈeɪ
BA(1),bˈɑ 
BA'ATH,bˈɑθ 
BA'ATH(1),bˈɑɑθ 
BA'ATHISM,bˈɑθɪzm 
BA'ATHIST,bˈɑθɪs  t 
BA'ATHISTS,bˈɑθɪs  ts 
BAA,bˌiˌeɪˈeɪ
BAAB,bˈɑb 
BAACK,bˈɑk 
BAADE,bˈɑ  d 
BAALBEK,bˈɑɫbɛk 
BAALBEQ,bˈɑɫbɛk 
BAAR,bˈɑr
BAARS,bˈɑrz 
BAAS,bˈɑz 
BAASCH,bˈɑʃ 
BAATZ,bˈɑ  ts 
BAB,bˈæb 
BABA,bˈʌbə
BABA(1),bˈɑbə
BABA'S,bˈʌbəz 
BABA'S(1),bˈɑbəz 
BABANGIDA,bəbˈɑŋgɪ  də
BABANGIDA(1),bəbˈæŋgɪ  də
BABAR,bˌɑbˈɑr
BABAR'S,bˌɑbˈɑrz 
BABB,bˈæb 
BABBAGE,bˈæbɪdʒ 
BABBAGE'S,bˈæbɪdʒɪz 
BABBINGTON,bˈæbɪng  tən 
BABBIO,bˈæbioʊ
BABBIT,bˈæbɪ  t 
BABBIT'S,bˈæbɪ  ts 
BABBITT,bˈæbɪ  t 
BABBITT'S,bˈæbɪ  ts 
BABBITTS,bˈæbɪ  ts 
BABBLE,bˈæbəɫ 
BABBLED,bˈæbəɫ  d 
BABBLER,bˈæbɫɝ
BABBLERS,bˈæbɫɝz 
BABBLING,bˈæbəɫɪŋ 
BABBLING(1),bˈæbɫɪŋ 
BABBS,bˈæbz 
BABCOCK,bˈæbkɔk 
BABE,bˈeɪb 
BABEL,bˈæbəɫ 
BABER,bˈeɪbɝ
BABERS,bˈeɪbɝz 
BABES,bˈeɪbz 
BABETTE,bəbˈɛ  t 
BABIAK,bˈɑbiæk 
